A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,[,\,],^
1.032425818293056,1.0052290315833508,0.9785338193600648,1.0104297037964125,0.968716481944941,1.0423280423280423,1.0270590558957142,0.9689133056411632,0.9750639386189258,1.004860031104199,0.9714767932489452,1.0147058823529411,1.0136512559155442,0.9985456056513607,0.979519145146928,1.0432596904352427,1.0470967741935484,1.0167351732237229,1.0101010101010102,0.9791028883269002,1.0273258239466,0.984782838423333,0.9585798816568049,0.9614989733059548,1.0283322601416611,0.9874379199532574,0.95366318860092,0.9720853858784892,1.0787654320987654,1.038236726741354
1.0134597736310802,0.9895419368332984,0.9910895099230456,1.0248226950354613,0.9217018233821952,0.9852216748768472,0.9666205806833892,1.0041538255393274,0.9390984654731458,0.9671461897356144,0.9736708860759494,0.9803921568627452,0.977247906807426,0.9752752960731352,0.9777382012466608,1.0029104378886096,0.9866666666666668,0.899295361127422,0.9724132077073254,0.9467589511513378,1.0,0.9933424918102084,0.9498224852071008,0.9229979466119096,1.014166130070831,0.9366053169734152,0.9347021204981488,0.9765423410743608,1.037037037037037,1.010716025328787
1.0287549709391255,0.952938715749843,0.98987444309437,1.0208594075928246,0.8748659277797641,0.9589490968801314,0.9727434327473832,1.0258609138416188,0.9430946291560102,0.9270995334370141,0.9895358649789029,0.9829411764705884,0.9716053876956681,0.9493039684188654,0.979519145146928,0.9965603915861886,0.9838709677419356,0.9213153258954784,0.9782700959171547,0.9633967789165446,1.0077179808093448,0.9886928035506712,0.9955029585798818,0.9229979466119096,0.9700579523502898,0.9330996202161848,0.936833838213845,0.9720853858784892,1.0032098765432098,0.9741841207988308
0.9905169776690124,0.933486718259778,0.9967598217901984,1.0807259073842306,0.8391133357168394,0.9886881955847472,0.9616827967608136,1.0,0.9421355498721228,0.8919129082426128,1.0021940928270043,1.0184313725490195,0.9499453949763376,0.9285269062954498,0.9813000890471952,1.1177404418573884,0.9825806451612904,0.926600117439812,0.9629063746710804,0.9401038200452548,0.9687108886107632,0.9781253302335412,1.0267455621301775,0.9026351813826148,0.9700579523502898,0.9421560035056968,0.9424436216762032,0.961764015951208,1.0279012345679013,0.9330248416950804
1.0018354236769658,0.9347416858397825,0.9708383961117859,1.1030454735085526,0.8346442617089739,0.9624156175880314,1.0061228520639935,0.9890124614766179,0.965153452685422,0.9222395023328148,0.9979746835443041,1.027058823529412,0.9817983254459408,0.9389154373571575,0.9851588008311072,1.1489615028442914,0.9690322580645162,0.9321785085143864,0.9533146591970122,0.961666444828963,0.9778890279516059,0.9874247067526156,1.0444970414201182,0.8844969199178645,0.9781068898905344,0.9640666082383874,0.9333557724671828,0.9500351864883884,1.0246913580246917,0.9286410131514856
0.9635974304068526,0.9738548420832462,0.9360064803564196,1.1472674176053403,0.8559170539864142,0.955665024630542,1.0691289749160575,0.9748090580195632,0.9451726342710997,0.9537325038880248,0.9684388185654008,1.027058823529412,1.0010921004732432,0.9844172034074382,0.9703176016622144,1.154914671252811,0.9772043010752688,0.9506752789195536,0.9517867753161869,0.9833621722347928,0.9386733416770962,0.990066575081898,0.985325443786982,0.8887748117727585,0.9497746297488732,0.9751679813029508,0.9158532480646246,0.9589490968801312,1.0308641975308643,0.9193862640038968
0.9730804527378406,0.9556578121731856,0.9574726609963548,1.115978306216104,0.8569896317483019,0.9647874475460684,1.0529330436500095,0.94211443119389,0.9691496163682864,0.9550933125972004,0.9557805907172996,0.9988235294117648,0.9670549690571528,0.9661333887388324,0.9982190560997332,1.2140494774441062,0.9395698924731182,0.9010569583088668,0.9310754604872252,0.9409024357779844,0.9009178139340842,0.9913346718799536,0.9999999999999996,0.905886379192334,1.0160978750804894,0.9386503067484664,0.9137215303489286,0.97138165611072,1.009382716049383,0.8996590355577203
1.0266136433159991,0.9910060656766368,0.9538274605103282,1.0963704630788491,0.8636038612799429,1.0171501550811897,1.0505629073671734,0.9639555138684176,0.9750639386189258,0.9502332814930016,0.9620253164556962,0.9815686274509806,0.9954495813614848,0.994805734469146,1.0130602552686259,1.192221193279534,0.961075268817204,0.8919553728714034,0.9634156692980222,0.944230001331026,0.93345848977889,0.980133150163796,1.0073372781065084,0.9358316221765912,1.0643915003219575,0.9167397020157756,0.9347021204981488,0.9596528266479004,1.02,0.9164637116415002
1.0266136433159991,0.9765739385065888,0.9285135682462536,1.1042970379641222,0.8838040757954952,1.0012771392081738,1.046810191586016,0.9405064987270536,0.9390984654731458,0.9016329704510108,0.9778902953586498,0.9864705882352944,0.9794321077539132,0.997298981923956,1.0296823983377859,1.198703532213255,0.9677419354838708,0.9286553141514974,0.9337068160597572,0.9600692133635028,0.9242803504380476,1.0217689950332878,1.013254437869822,0.9229979466119096,1.0746941403734709,0.8910312591294187,0.9115898126332322,0.9413558526859018,1.034074074074074,0.8904042864101315
1.0535331905781586,0.9962350972599876,0.951802349129202,1.1576971214017526,0.8872005720414731,1.021711366538953,1.0159984199091443,0.9488141498057084,0.9171994884910488,0.8602255054432346,0.9642194092827006,0.9913725490196079,0.9874408445576988,1.0155827965925617,0.9982190560997332,1.2200026458526256,0.8978494623655914,1.0184967704051675,0.925218572277396,0.9724477572208168,0.9125990821860658,1.1445630349783371,1.0208284023668637,0.9079397672826832,1.0666452028332258,0.9404031551270816,0.9298777067205204,0.9282195636875438,1.02,0.8721383341451534
1.0000000000000002,0.9830579376699436,0.9532199270959903,1.2724238631622868,0.8693242760100107,1.0114942528735635,0.9986174205016788,0.9371566394211444,0.8901854219948849,0.7970451010886468,0.9419409282700424,0.974313725490196,0.9898070622497268,1.0051942655308537,0.973879489462749,1.1952639237994442,0.8737634408602151,1.0496183206106873,0.9061200237670828,0.9458272327964856,0.8892365456821025,1.175631406530699,1.0281656804733723,0.8694387405886379,1.052479072762395,0.9804265264387966,0.9249410972736449,0.9317382125263896,1.009382716049383,0.844861178762786
1.0266136433159991,0.95691277975319,0.9550425273390036,1.2542761785565295,0.8044333214158026,1.0182448458310531,1.0049377839225755,0.9263030952699988,0.8951406649616371,0.8505054432348366,0.939915611814346,0.9584313725490198,0.9807062249726972,0.977768543527945,0.9943603443158212,1.1738325175287734,0.8791397849462366,1.0129183793305934,0.9241999830235124,0.9567416478104612,0.8825615352523987,1.1472049033076197,1.0487573964497041,0.8993839835728953,1.0022537025112679,0.9751679813029508,0.923482553573432,0.9413558526859018,1.0402469135802468,0.8706770579639551
1.0382379932701136,0.9765739385065886,0.9386391251518836,1.263245723821444,0.8312477654629961,0.9932494070425107,1.0209362038317202,0.9304569208093262,0.9191176470588236,0.8699455676516329,0.9600000000000002,0.9668627450980392,0.9989078995267562,0.994805734469146,0.975957257346394,1.157957401772721,0.8952688172043011,1.0073399882560192,0.9421950598421186,0.9683215759350452,0.8773466833541925,1.152488639966185,1.0399999999999996,0.9134154688569472,0.9658725048293622,1.033596260590126,0.892628744530461,0.9596528266479004,1.0385185185185184,0.8904042864101315
1.05720403793209,0.9686258104998956,0.9169704333738358,1.312891113892366,0.8267786914551305,0.975004561211458,1.0517479755085917,0.9371566394211444,0.918158567774936,0.8759720062208397,0.9799156118143464,0.9290196078431372,1.0158354568620311,0.984417203407438,0.9145146927871776,1.2016139701018649,0.9073118279569892,1.0275983558426312,0.9093455564043798,0.9716491414880868,0.8735919899874841,1.1670717531438235,1.053254437869822,0.9154688569472964,0.9819703799098516,1.059012562080047,0.8856726130371366,0.9575416373445929,1.034074074074074,0.8828543594739404
