A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y
1.017736462518294,0.9942833087257332,1.0095238095238095,0.9888905050505052,1.0545003408748592,0.9929908376229408,0.999037849701672,0.9931887137472034,1.0076932544378698,1.0058072009291519,1.02007722007722,1.0258147309749233,1.0277777777777777,0.992530345471522,0.9978474911853576,0.9697594834259976,0.9901800327332242,0.9965219067960012,1.0291543829533156,1.0138888888888888,0.9716430737039884,0.9989258861439312,0.9711307137129108,1.0331824236924918,1.043517679057117
1.00422026456721,1.0,1.0158730158730158,0.9535353535353536,1.0206427472928197,0.9976636125409802,0.9836680366293384,0.9892148249547956,0.9964497041420118,0.9918699186991871,1.0169884169884171,1.006884662623993,1.0144032921810695,0.9878618113912232,0.9849303715583628,0.9931271553240903,0.9803600654664484,0.98493815075198,1.03133746314886,0.9774305555555556,0.9674716030403964,1.0182599355531683,0.9462710505212509,1.0346883024113362,1.0253853127833183
1.0126689017987809,0.988084633875514,1.0126984126984129,0.9838383838383838,1.0322047468805986,0.9649504498947692,0.9932741697995471,0.979568695154716,0.98698224852071,0.9767711962833914,1.0061776061776064,1.0017184117909486,1.0205761316872426,0.9887955182072828,0.955866852397624,0.9731948061088044,0.9639934533551554,0.9860950431609862,1.005830876590663,0.996527777777778,0.9733111281919892,1.020408163265306,0.9799518845228548,1.060331679440894,1.0054397098821397
1.0033770224634828,0.9952350737617902,0.998415238095238,0.9626278787878788,1.0255973237359883,0.9392501878455518,1.004801529603797,0.974460868943395,0.9863914792899408,0.9866443670150986,0.9945945945945948,1.023231605558401,1.010288065843621,0.9953314659197012,0.9666314632099768,0.9594491167569851,0.9803600654664484,0.9895731363649848,1.0050938537896033,0.996527777777778,0.9641354940643948,1.0096670247046189,0.9430633520449078,1.0452487595806703,0.9936536718041704
0.9788824609696474,0.968542945346723,0.9698438095238096,0.9393939393939394,0.9768760008244416,0.8913523758256795,0.9932741697995471,0.9370026254226724,0.947338224852071,0.9558652729384436,0.9745173745173746,0.9896730060640108,0.9711934156378598,0.9579831932773109,0.9343386641424896,0.9518900872686326,0.934533551554828,0.975668179525971,0.9701085942456243,0.965277777777778,0.9549625288239816,0.9785177228786252,0.9125902165196472,0.983406374886576,0.9664551223934724
1.0059108028232395,0.9876087513574852,1.003174603174603,0.9494949494949496,1.009909152886338,0.8831768888290775,1.0134485864382918,0.9188417493283207,0.94792899408284,0.9866443670150984,1.0169884169884171,1.0413079757439567,0.9557613168724276,0.9869281045751634,0.959096132304373,0.9690710993032584,0.9590834697217674,0.9814600575479816,1.0153002201739,0.9826388888888892,0.9691396575283968,0.9967776584317938,0.9406575781876504,1.0377048863833809,0.9900271985494108
1.0092878252867228,1.0076263224043047,1.003174603174603,0.9707086868686868,1.0214671888129632,0.9275682505504531,1.0201713426761303,0.9171382892868452,0.9668639053254438,0.9872241579558648,1.0023166023166024,1.059378838199413,0.9557613168724276,0.9766573295985059,0.964477921025764,0.982130603842635,0.9476268412438624,0.9629201150959632,1.045909989924245,1.0138888888888893,0.9783152916559912,1.0075187969924813,0.957497995188452,1.0573150954688493,0.9854941069809612
1.0050675607195128,0.9999999999999998,1.0079390476190475,0.982829898989899,1.028074611957573,0.9392501878455518,1.0220925693101721,0.9137339231169996,0.9715976331360948,1.0209059233449471,0.9953667953667954,1.038724850327435,1.001028806584362,0.9654528478057891,0.981701091651614,0.982130603842635,0.9770867430441896,0.9269971226009316,1.0655950292943237,1.0190972222222228,0.9824840934324024,1.0268528464017186,0.9687249398556534,1.046754638299515,0.9918404351767904
0.9822635374817064,1.0090600710163142,1.0142882539682538,0.9616161616161616,1.0016488830402868,0.9299046380094728,1.0096061331702082,0.9125974317849808,0.9792908875739644,1.009873170731707,0.9876447876447876,1.0370009308063868,0.9897119341563784,0.9523809523809524,0.9892364225572181,0.978693081849532,0.9689034369885432,0.9084571801489132,1.0685058028883825,0.9982638888888894,0.9866555640959946,1.020408163265306,0.9759422614274256,1.0346883024113362,0.971894832275612
0.991551362768429,1.0314631557112004,1.0190476190476188,0.9828298989898993,1.0173410175510915,0.9474294130620884,1.0413048356505883,0.9216791467887095,0.9940828402366864,1.0197444831591171,0.9799227799227801,1.030116268182394,1.0113168724279835,0.9710550887021476,0.9967707200932516,0.9800676507847138,0.9705400981996728,0.9084571801489132,1.0816322722692835,1.0190972222222228,0.990824365872406,1.050483351235231,0.9847634322373696,1.0407214703554255,0.971894832275612
