A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X
1.0017818253811128,1.0169273411205704,1.0105483132650015,1.0073587907716786,1.0212244127912462,1.006425464610518,1.0060927672955975,1.0028484618306115,1.0142071494042164,1.0069013802760551,1.0058971384377418,1.0097609561752987,1.007240547063556,1.0037754114230395,1.013190034196385,1.0029582881372645,1.0098665118978527,1.0073344914109243,1.0059611062249585,1.010874842217691,1.00482378420949,1.0040275049115914,0.9970473378416992,1.0145873320537429
1.0078202336171058,1.0176202732132251,1.0177132052940592,1.0169053301511537,1.026884256202245,1.0170027678924474,1.0024567610062896,1.0109191036840106,1.0077910174152154,1.0070014002800558,1.0093774168600154,1.0159362549800797,1.023531777956557,1.0075508228460794,1.0152418172936006,1.020510797751701,1.0211839814277424,1.0103261918548545,1.0082087364409265,1.0210700067967762,1.0078755660563103,1.0151277013752456,1.0107629298028384,1.0156429942418426
1.012076816471986,1.0364284300138589,1.0205990645835408,1.0242641209228325,1.03575134421281,1.0194741004349543,1.0073702830188682,1.017565514622104,1.0175068744271312,1.023504700940188,1.0103441608662027,1.0272908366533864,1.0238334674175384,1.0083252662149078,1.0152418172936006,1.0242579627255697,1.0243760882182242,1.0143794634240493,1.013681227401544,1.0314593649868915,1.0219531403819648,1.017583497053045,1.0102866939708544,1.0138195777351249
1.010097010492972,1.0496931300732533,1.0221912628122205,1.0233691328560064,1.0259409489670783,1.0147291419533409,1.0098270440251575,1.01158374477782,1.028230980751604,1.0313062612522506,1.0087973704563031,1.0223107569721115,1.021922767497989,1.0047434656340757,1.0373229115779192,1.0430923971994872,1.0219578254981625,1.0119668017757188,1.0120199355027852,1.0380619477619184,1.0332742665879109,1.0154223968565814,1.0149538051242977,1.0314779270633396
1.000098990298951,1.04504058602257,1.0133346601651907,1.0139220365950676,1.0084897651164983,0.9970344009489914,1.013168238993711,1.0073110520319029,1.0167736021998168,1.030606121224245,0.9969064191802012,1.002988047808765,1.0198109412711185,0.9840271055179092,1.039276990718124,1.0438812740360912,0.9998065389823952,0.9944991314418063,0.997752369784032,1.0253422662394405,1.0303209293167948,1.0033398821218074,0.9978093151728736,1.0333973128598848
1.0006929320926552,1.0375173233023167,1.0208976017514182,1.0138225934765317,1.0073577964342986,0.9952550415183866,1.0107114779874216,1.006076718571971,1.0327222731439052,1.02000400080016,0.9974864655839136,1.0154382470119518,1.0034191472244571,0.9858664085188772,1.040156326331216,1.0424021299674588,1.0067711356161737,0.9962362478286044,0.9950161243037232,1.0225264588795029,1.034160267769246,0.99803536345776,1.0002857414991904,1.0261036468330134
0.9929716887745004,1.0524648584438727,1.014230271668823,1.0062649164677804,1.000471653617583,0.9845788849347566,1.0084512578616356,1.0031333080136726,1.0341888175985336,1.018103620724145,0.9818252126836816,0.9957171314741036,1.0001005631536608,0.9743465634075509,1.0369320957498775,1.0275120796765609,0.992841942348617,0.9828218490638874,1.0120199355027852,1.0184483930478685,1.0255955896830085,0.986247544204322,1.0011429659967617,1.0201535508637236
0.9939615917640074,1.0397941001781827,1.0138322221116531,0.9996022275258551,1.0009433072351663,0.9769671807038354,1.0081564465408808,0.9995252563615646,1.0173235563703027,1.0310062012402479,0.9794083526682136,0.9952191235059759,0.9984915526950928,0.9699903194578898,1.0286272594040056,1.0156789271275024,0.9900367575933452,0.9759698899826288,1.0010749535815502,1.0038838722206038,1.0211655837763338,0.9850687622789782,0.99285646252024,1.0057581573896353
0.994852504454564,1.0304890120768164,1.019106378744154,1.0029832935560858,1.0029242524290158,0.9756820877817318,1.0107114779874216,1.0008545385491834,1.0141154903758025,1.027105421084217,0.9760247486465584,0.9910358565737052,0.9975864843121484,0.9722168441432724,1.0342940889106005,1.01114288531703,0.989166183014123,0.9771279675738274,1.002052184110232,1.002039032915817,1.0244142547745618,0.9846758349705302,0.9955233831793504,1.006717850287908
0.994852504454564,1.0304890120768164,1.019106378744154,1.0029832935560858,1.0029242524290158,0.9756820877817318,1.0107114779874216,1.0008545385491834,1.0141154903758025,1.027105421084217,0.9760247486465584,0.9910358565737052,0.9975864843121484,0.9722168441432724,1.0342940889106005,1.01114288531703,0.989166183014123,0.9771279675738274,1.002052184110232,1.002039032915817,1.0244142547745618,0.9846758349705302,0.9955233831793504,1.0071976967370442
0.9918827954860427,1.0485052464858444,1.03144591501642,1.0212808273667462,1.020847089897179,0.9912020561486752,1.0171973270440255,1.0167109760729205,1.0307974335472043,1.0362072414482901,0.991492652745553,1.0067729083665338,1.0092518101367662,0.9877057115198452,1.034391792867611,1.0272162508628342,1.004836525440124,0.9926655085890754,1.0179810417277435,1.0179629090202933,1.0369167158889545,1.0003929273084478,1.0113344128012194,1.000383877159309
1.0089091269055637,1.0621659077410412,1.0363220220917508,1.0176014319809068,1.01745118385058,0.9888295769078688,1.020341981132076,1.0146221040638057,1.047479376718607,1.037707541508302,0.9880123743232792,1.0033864541832669,1.0143805309734517,0.9818973862536304,1.0420127015144112,1.0277092988857115,1.0010640355968274,0.9914109245319436,1.0160265806703803,1.0234003301291388,1.0505020673360896,0.9997053045186638,1.017144489951424,1.0127639155470252
1.0108889328845776,1.0801821421500692,1.0509503433177434,1.0317223548130467,1.0350910291481936,1.0045472518782128,1.0351808176100634,1.0243068742878845,1.0671860678276814,1.0398079615923186,1.0079273008507348,1.0222111553784858,1.0180008045052296,0.988673765730881,1.0510014655593547,1.0421063011537324,1.0206035983749278,1.007527504342791,1.030587315547738,1.0252451694339255,1.0585745225438077,1.011493123772102,1.038479855224307,1.0159309021113243
1.0120768164719858,1.0651356167095622,1.0431883769529309,1.0258552108194112,1.0366003207244598,1.0075128509292208,1.0341981132075475,1.0185150018989746,1.0901924839596704,1.0139027805561114,1.0168213457076567,1.027788844621514,1.0141794046661303,0.9878025169409488,1.059013190034196,1.027413470071985,1.0288256916231382,1.0145724763559156,1.0648881071044662,1.0266045247111368,1.0394762748572552,1.0134577603143418,1.041908753214592,1.0201535508637238
1.0114828746782818,1.0696891704612943,1.0547318141108573,1.0336117740652346,1.0313178002075276,1.0211546065638593,1.042354559748428,1.0209836688188378,1.0866177818515128,1.031106221244249,1.028325599381284,1.033764940239044,1.0154867256637172,1.0020329138431754,1.0619443087445035,1.0300759293955233,1.0371445153801508,1.0259602393360354,1.080132903351901,1.0396154966501598,1.052864737152983,1.0218074656188605,1.0477188303647966,1.0310940499040309
